Name,Translation
आकांशा,akansha
अनुरुध,anurudh
जीतेंद्र,jitendr
इंग्लस,englas
अतिक,atiq
पुनीत,punit
छोट्टू,chottu
सुजाता,sujata
सादबखुरा,sadabkhura
रोहित,rohit
अफारिन,afarin
मोबिन,mobin
जगदम्बिका,jagdambika
रिमझिम,rimjhim
ज्ञानदीप,gyandeep
लिलाबाई,lilabai
नित्तिन,nittin
राजिना,rajina
सिया,siya
गोपीराम,gopiram
चाबी,chabi
मुस्तफा,mustafa
राहुल,rahul
आवेश,aavesh
अभिलाषा,abhilasha
दार्फ़शा,darfasha
ननो,nano
सोने,sone
यासर,yasar
डालजीत,daljit
जेडू,jedu
सिकंदर,sikandar
शिखा,sikha
मोगन,mogan
सहजाद,sahajad
कोशल्या,koshlya
सोसरी,sosri
प्रवेन्द्र,pravendra
लतेश,latesh
तमन्ना,tamanna
धूलिन,dhulin
मेरो,mero
शादान,shadan
मुनमुन,munmun
रजुद्दीन,rajuddin
हसीन,haseen
नीति,neeti
दुलारी,dulari
शम्पा,shampa
ज्ञान,gyan
मेगराज,megraaj
अंजलि,anjali
बैरंग,bairang
जगन्नाथ,jagannath
पुष्कर,pushkar
विराम,viram
सैफाली,saifali
गौरा,gaura
गुड्डिया,guddiya
कुलदील,kuldeel
सेंसर,senser
जगवीरी,jagviri
नैना,naina
वंशिका,vanshika
रामपाल,rampaal
ब्यूटी,beauty
शिलू,shilu
उपाध्याय,upadhyay
जया,jaya
रॉबर्ट,robert
सुभाष,subhash
माजू,majoo
हनुमानराम,hanumanram
साही,sahi
सत्यपाल,satyapal
आशीष,aashis
घन,ghan
वीनु,veenu
आदिल,aadil
नीलू,neelu
चैतन,chaitany
लोकेन्द्र,lokendra
श्रोतम्,shrotam
नीति,niti
तविन्दर,tavinder
अनुज,anuj
दिसी,disi
ओमप्रकाश,omprkash
शलेश,shalesh
निर्वत,nirvat
गीत,geet
श्याद,shyad
मोना,mona
जरीना,jareena
अन्निष,annish
लक्षया,lakshaya
नीला,neela
मलिका,malika
शायमवीर,shayamveer
वीरांदेर,veerander
परमजीत,paramjit
नवीला,naveela
प्रीतम,preetam
गुड़्या,gudya
जनक,janak
अजाज,ajaj
शकुर,shkur
सरिता,sarita
सहना,sahna
अम्री,amri
पटेल,patel
आशु,aashu
भोली,bholi
हरनाम,harnam
ग्या,gya
शर्मिष्ठा,sharmistha
मंगीलाल,mangilal
मुजेफिर,mujefir
प्रेयोजित,preyojit
अंजुमन,anjuman
गोना,gona
मुनी,muni
रणजिता,ranjita
लिलिमा,lilima
अत्तर,attar
कर्मवीर,karmveer
कलेश,kalesh
गोवर्धन,goverdhan
पाटिक,patik
रामविहार,ramvihar
जीतराम,jeetram
जॉब,job
पूजा देवी,poojadevi
परिती,pariti
अमीरका,amiraka
ध्रुव,dhruv
हिरा,hira
गांगुली,ganguly
तपिश,tapish
कुलसुम,kulsum
नीवेन,neeven
अनोज,anoj
शेखर,shekhar
डोली,doli
किशन,kishan
मनोज,manoj
पार्वती,parvati
अर्पित,arpit
विमल,vimal
सुजा,suja
भाकुनी,bhakuni
नत्थू,natthu
खुशबू,khushboo
उर्वशी,urvashi
शकीना,shakeena
गंधर्व,gandharv
सफिला,safila
प्रशांत,prshant
राईनू,rainu
टिंकी,tinki
सोहनी,sohni
कासिद,kasid
कामिल,kamil
नयन,nayan
ईशानी,ishani
अलका,alka
देवपाल,devpal
ज़ाहिरा,zahira
सात्विक,satvik
जमाद,jamad
देवी,devi
लुशी,lushi
गप्पू,gappu
संध्या,sandhya
मामथा,mamtha
सुहानी,suhani
यतिन,yatin
आकाश,aakash
आभा,aabha
मेटिली,metily
इराम,iram
अवंतिका,avantika
रूप्पा,ruppa
प्रेमजीत,premjit
रुहेना,ruhhena
अवनीश,avnish
रुखसना,rukhsana
मनीष,manish
कोंटी,konti
शौभा,shaubha
विश्वकर्मा,vishavkarma
दीपक,deepak
जूही,joohi
त्रिप्ता,tripta
किस्मती,kismti
मुहम्मद,muhmad
सिकंदर,sikander
अम्रुदिन,amrudin
सुल्तान,sultan
गुलबाशा,gulbasha
लज्जा,lajja
हरजीत,harjit
मोहक,mohak
सतरोहन,satrohan
सल्माखातून,salmakhatun
उमरदीन,umardeen
विजयपाल,vijaypal
भौक,bhauk
गुरबचन,gurbachan
हरदीप,hardeep
मिथु,mithu
इकरामुद्दीन,ikramuddin
सुमंता,sumanlta
सतोश,satosh
चंद्रा,chandra
परत्युश,partyush
विदित,vidit
कुमोद,kumod
योगेन्द्र,yogendra
सुधंक,sudhank
जमीला,jamila
चैतन्य,chaitanya
सुखजवीर,sukjveer
मिल्का,milka
धन,dhan
कस्तूरी,kasturi
कामाक्षि,kamakshi
मीरा,meera
श्यामसुंदर,syamsunder
राजपूत,rajput
जसोदा,jasoda
रिंजू,rinju
छतर,chhatar
सुभद्र,subhdra
सेन,sen
पाका,paka
लीलू,lilu
रुब्बी,rubbi
गोरधन,gordhan
आलिस,alis
लीलावती,lilavati
नलिनि,nalini
हगामी,hagami
मजीद,majid
अमरनाथ,amarnath
जीरेन,jeeren
अनमोल,anamol
भ्रम,bhram
मसूम,masum
जयमाला,jaimala
ब्रह्मांडीय,cosmic
रक्षा,raksha
नमर्ता,namarta
उजीर,ujir
कुमारे,kumare
अजमल,ajmal
अलमीना,almina
लावली,lavali
विशाम,visham
शमा,shama
नरेंद्र,nrendr
शायरा,shayra
रेखाई,rekhai
पप्प,papp
श्रीनाथ,shrinath
मनीषा,manisha
बुद्ध,buddha
लक्ष्या,lakshya
योगराज,yograj
ओमप्रकेश,omprakesh
मोहम्मद,mohamad
रुबी,rubee
नजर,najar
जाल्मी,jalmi
अरुणिमा,arunima
श्राबणी,shrabani
निलेश,nilesh
छंटू,chhantu
रिहाना,rihana
दुरगा,duraga
विनोस,vinos
तुलशी,tulshi
लेखराम,lekhram
शोअन,shoan
सराईन,sarain
होंग्सी,hongsi
उदय,uday
नेत्रपाल,netrapal
बुध,budh
कृष्ण,kirshn
संतो,santo
सुनील,sunil
बसीरां,basiran
वनीश,vanish
उषा,usha
वशिष्ठ,vashisht
स्पर्श,sparsh
नूरपा,noorpa
दीपिका,dipika
गिरिशी,girishi
रेंचो,rencho
चंद्रकली,chanderkali
हेना,hena
वैलेंटीना,valentina
काजोल,kajol
नोनी,noni
आलुद्दीन,aluddin
बागड़ाई,bagdai
अब्दुल्लाह,abdullah
शिधार्थ,shidharth
रसीदा,rasida
मौसम,mousam
उत्सव,utsav
देवशीः,devasheeh
दीपांति,deepanti
हरिंदर,harinder
कनिस्क,kanisk
बरखा,brkha
पुन्नी,punni
यधो,yadho
नाहिदा,nahida
यशोदा,yashoda
साहिल,saahil
निभा,nibha
नवीजा,naveeja
पियर,pear
लक्ष्मी,lakhsmi
फ्रेडी,freddy
टिक्कु,tikku
गुलजान,guljan
अवनित,avnit
श्रीकांत,srikant
दलपत,dalpat
गुलश्तब,gulshtab
सुलेमान,suleman
जगन,jagan
कामरीन,kamreen
रीखा,reekha
मोह,moh0
दुर्गाबाई,durgabai
मुस्कान,muskarn
हनी,honey
सादिक,sadiq
सोहैल,sohail
आश्मान,ashman
अभिराज,abhiraj
ताजरानी,tajrani
सचिन,schin
मदीना,madina
सुनैना,sunaina
रेवाक्षी,revakshi
साहिदा,sahida
रबप्रीत,rabpreet
बदन,badan
सुल्ताना,sultana
ललिया,laliya
मोहम्मद,mohhmad
झाकर,jhakar
वासिम,vasim
जोधी,jodhi
सब्बाब,sabbab
पिस्ता,pista
देव,dev
बेबी,beby
साइना,saina
अकाश,akassh
राजु,raju
ओमप्रकाश,omprakash
अजीम,ajim
इसिका,isika
रामकली,ramkali
सुभोध,subhodh
मोतीलाल,motilaal
रविंद,ravinda
गुलाम,gulam
मूली,mooli
शाहरुख़,sharukh
किरोदिमल,kirodimal
नीलोफ़र,nilofar
भारती,bharti
बलबीर,balbir
मालचंद,malchand
दिशांत,dishant
श्री,shri
सद्धाम,saddham
भजनदीप,bhajandeep
सुभापाल,subhapal
कृष्ण,krishan
इरफान,irfan
कर्मबीर,karmbir
सिम्पी,simpi
संज्ञा,sanjna
ज्योति,jyoti
मोकिडा,mokida
बिस्हना,bishana
शब्रीन,shabreen
द्रोप्ती,dropti
धनसिंहपुरी,dhansinghpuri
मूलचुल,moolchul
कांतिल,kantil
मोनी,monny
उज्ज्वल,ujjwal
लेकोस,lekose
शालिनी,shalini
अक्षय,akshay
मुकुंद,mukund
शाह,shah
तुफेल,tufel
गीता,gita
खिमानंद,khimanand
मुक़्तार,muqhtar
रहिसुद्दीन,rahisuddin
धोली,dholi
अंत,anta
दिलशाना,dilshana
रादेश्यम,radesyam
उज्जैनी,ujjaini
नविया,naviya
पुष्पेंद्र,puspender
संज्य,sanjya
शमशाद,shamshad
मोईन,moin
राम,ram
अंशिका,anshika
संदीप,sandeep
तालिब,talib
दीपांसु,dipansu
नदिया,nadiya
शी,shi
हरमित,harmit
पूर्णिमा,purnima
करिश्मा,karishma
रणु,ranu
सद्दाम,saddam
विनीता,vineta
सुसंत,susant
सरमिला,sarmila
दुष्यंत,dushyant
सुमित,sumit
रितुराज,rituraj
रुकसार,ruksar
साकिब,sakib
दुर्गानंद,durganand
सुगन्ध,sugandb
साहनारा,sahnara
मुंदर,munder
सतबार,satbar
विजयंता,vijayanta
सेलर्स,selars
जाकिर,jaquir
हिमांसी,himansi
सुश्री,sushree
शाहरुफ,shahruf
जमना,jamna
जग,jag
अंजना,anjna
पिरोज,piroj
संतोषी,santoshi
परसुराम,parsuram
नरेश,naresh
दिलशादी,dilshadi
वैभव,vaibahv
सागिरान,sagiran
नानाग्राम,nanagram
एमएचओ,mho
सोन,son
अंगदा,angda
जुल्फी,julfi
खुशबू,khshbu
श्रृष्टि,shrishti
सुसन,susan
दिला,dila
समीक्षा,sameeksha
अंकज,ankaj
बुलेट,bulet
सुगोध,sugodh
ललुथा,lalutha
तुषार,tushar
गुलशन,gulshan
सृहीरम,srheeram
अरसी,arsi
सत्य,satya
चुन्नी,chunni
पर्तिभा,partibha
ओजस्वी,ojaswi
धर्म,dhram
किंशुक,kinshuk
नानकू,nanku
रामचंद्र,ramchandr
जावड़े,javade
मुनिश,munish
रुक्षान,rukshan
चंदाबाई,chandabai
लतीफ,lateef
रण्णी,ranni
बिल्किस,bilkis
रानीपाल,ranipal
अग्रेज,agrej
मोतीलाल,motilal
संजोगता,sanjogta
निपुण,nipun
आरिफ,aarif
लालन,lalan
कमलकिशोर,kamalkishore
सविती,saviti
अंजना,anjana
रघुबीर,raghubeer
नर्मदा,narmda
देवेश,devesh
प्रीति,preeti
येशपाल,yeshpal
दुर्गपाल,durgpal
सुरजमल,surajmal
शेला,shela
हरकेश,harkesh
गुड्डो,guddo
सतु,satu
मधुबाला,madhubala
भावना,bhavna
ध्रमपाल,dhrampal
ओवैश,ovaish
रेश्मा,reshma
बानू,banu
मित्तोपुरी,mittopuri
इब्राहम,ibraham
फरन,faran
निथ्यानंधम,nithyanandham
आद्या,aadya
मुन्नी,munny
हर,har
यामिनी,yamini
विमला,vimala
कचन,kachan
जमादार,jamadar
हनीश,hanish
नरेंदर,narendar
पनमति,panmati
कोसलेया,kosaleya
पेमाराम,pemaram
दबू,dabu
मुबारिक,mubarik
फ़ैज़िना,faijina
सुश्री,sushri
रिंके,rinke
सवेता,saveta
महिन्द्र,mahindra
हेमुना,hemuna
किरण,kiran
वसु,vasu
बजरंग,bajrang
धर्मवीर,dharamveer
तन्मय,tanmay
लक्ष,laksh
पेरा,pera
रामोतार,ramotar
डालर,daler
पापा,papa
शिवाजी,shivaji
खंगारा,khangara
मथुरा,mathura
शिव,shiv
प्रमजीत,pramjeet
नर्मदा,narbada
संगीता,sngeeta
ललिता,lalita
धर्मा,dharma
संजीवन,sanjeevan
गीतिका,gitika
विर्जिनिया,virjiniya
लिलाराम,lilaram
भाहादुर,bhahadur
शांति,shanty
नरूराम,naruram
अख्लिश,akhlish
यूसफ,yusaf
सूरजपाल,surajpal
अनुराधा,anuradha
मुख्त्यार,mukhtyar
केहकाशा,kehkasha
बिलाल,bilal
भोजराम,bhojaram
सुधीर,sudhir
ह्यातुन,hyatun
अरुनकुमार,arunkumar
भूधी,bhudhi
शाधना,shadhana
बिरोनिका,bironica
बग्गूसिंह,baggusingh
ललितेंद्र,lalitendra
रूपाली,roopali
आधिश,adhish
रूपेश,rupesh
फ़लक,falaq
सन्ना,sanna
सहदेव,sahadeb
मणिमेगला,manimegla
झुमकी,jhumki
साब्रिना,sabrina
होती,hoti
श्यामवती,shyamvati
समीम,sameem
जीत,jeet
दौलत,doulat
कलावती,kalavati
भगवान,bhagvaan
अल्लाउद्दीन,allauddin
नवेन्द्र,navendra
गुलिस्ता,gulista
शारिनिमले,sharinimle
रामा,rama
गुलेस्ता,gulesta
भोलाराम,bholaram
साहरुख,sahrukh
भुंडकी,bhundki
भजन,bhajan
रामवीर,ramveer
सेदारथ,sedarath
नायर,nair
रान,ran
रामबीरी,rambiri
विपोल,vipol
शिफाली,shifali
उम्मा,umma
मिथिलेश,mithilesh
सानिया,saaniya
नीशा,neesha
सुखमणि,sukmani
आतिश,atish
देवीलाल,devilal
लखन,lakhan
आसिफ,asif
सुधामा,sudhama
दीपीका,dipeeka
इर्फ़ान,irphan
हरिशंचंद्र,harishchandr
वीरी,veeri
गूपी,goopi
दिम्पु,dimpu
नगेंद्र,nagendra
आद्रिका,aadrika
इंडल,indal
मीनाक्षी,minakshi
नीलजन,neelajan
मारियम,mariyam
सखिचंदर,sakhichander
मोनिनी,monini
टेक,tek
शानाह,shanah
गुरुप्रीत,gurprit
सब्बो,sabbo
शिस्पाल,shispal
सोनल,sonal
जय,jai
परो,paro
मामू,mamu
समाइली,samaiali
तिल्क,tilk
भाग्य,bhagya
जंग,jang
धनराज,dhanraj
मुली,muli
पंगिता,pangita
संगीना,sangeena
इफ्तेश्याम,ifteshyam
हरवंस,harvans
कृष्का,krishka
देवांश,devansh
वकीला,vakila
भ्रकट,bhrkat
अमी,amie
कालूराम,kaluram
मकबूल,makbul
रूपक,rupak
धर्मप्ला,dhrampla
बिरेन्द्र,birender
वर्षा,varsha
शल्लू,shallu
मगत,magat
अलबीना,albina
विक्रम,vikaram
साइमा,saima
मंगी,mangi
शबनम,shabnam
बिनानी,binani
धनु,dhanu
जैन,jain
राजीत,rajit
त्रिबवन,tribavan
भर्मा,bharma
ज़ैना,zaina
मूल,mool
जगजीत,jagjeet
सन्नो,sanno
रामकुमार,ramkumar
अनयथा,anayatha
अनाजी,anaji
पूजा,puja
कुशंवीर,kushamvir
परमवीर,paramveer
नेना,nena
बिसन,bishun
सूना,soona
फाहिरा,fahira
सोही,sohi
बीरपाल,birpal
इंदरवेश,indervesh
अंजुम,anjum
दीप,deep
मुंकड़,munkad
तब्बसुम,tabbasum
रेस्मी,resmi
संतोष,sntosh
मंसा,mansa
शबीर,shabir
मान,maan
ईश्मिता,ishmita
सुक्खू,sukkhu
दीक्षांत,dikshant
नन्शी,nanshi
भारखा,bharkha
जमाल,jamaal
प्रशांत,prashant
ओन,one
लालधारी,laldhari
पोमा,poma
मामानबाई,mamanbai
मुमताज,mumtaj
लाखू,lakhu
कालूसिंह,kalusingh
दुमानी,dumani
सरफराज,sarfaraj
मनसवी,mansavi
इस्तिकार,istikar
जूनल,junl
मंगट,mangat
वेलाराम,velaram
देपाली,depali
भूषण,bhushan
मिलाप,milap
श्रीमती,shreemati
आशिक़,ashiqu
ज्ञात्री,gyatri
जॉयसी,joycee
फतेह,fateh
चिड्डू,chiddu
सुदामा,sudama
गेंदी,gendi
खुशी,khushi
सरदार,sardar
हिमांशी,himanshi
भोले,bhole
मंडन,mandan
सबीहा,sabeeha
कृति,kriti
धरमेंद्र,dhramender
फिरोज़ा,firoza
दुलाल,dulal
इकरामुद्दीन,ikramudeen
समरीन,samreen
बनिता,banita
प्रतिक्षा,pratiksha
चंद्रू,chandru
कामर,kamar
फूलकना,phulkana
ओमेंद्र,omendra
नीलू,nilu
यासोधा,yasodha
शब्बी,shabbi
शिखा,shikha
ईशराना,ishrana
चिंता,chinta
मधुव,madhava
राईयान,raeeyan
धनंजय,dhananjai
राजीव,rajiv
गुलफ़ारा,gulfara
एकमजीत,ekamjeet
इंडारा,indara
भंवर,bhanvar
गोल्डी,goldy
गुफरान,gufran
शशांक,shashank
सुभास,subhas
मूना,moona
अभिमनु,abhimanu
साकु,saku
राजेंद्र,rajendar
आयना,aayana
रूपेंद्र,rupendra
मिथेलश,mithelash
लिशा,lisha
सोरव,sorav
तारिफ,tarif
उग्म,ugma
प्रवीण,praveen
इकबाल,ikbal
कुंजन,kunjan
गिला,gila
गोबिंद,gobind
नेकी,neki
वीरेन्द्र,veerendra
वेदेही,vedehi
फ़रहाना,farhana
पम्मी,pammy
तिलक,tilak
शाहबूब,shahboob
नासिर,nasir
दीपांशी,dipanshi
गिरि,giri
अमरचंद,amarchand
शुलल,shulal
महलिक्का,mahlikka
मन्नू,mannu
मोंटी,monti
श्किल,shkil
सोनी,soni
मलकियत,malkiat
सोहिब,sohib
जस्सी,jassi
लका,laka
तनय,tanaya
अमृता,amrita
फ़ाल्गुनी,falguni
नूर,nur
लेओ,leo
उत्तम,utam
मनक,manak
जगदीश,jagdeesh
मिड्डा,midda
चंदिनी,chandini
ग्रुचरण,gruchran
साबिर,sabir
उन्नति,unnati
तीरथ,teerath
किम्मी,kimmi
पंछी,panchhi
रस्मि,rasmi
प्रिंका,prinka
सानू,sanu
कामनी,kamni
गंध,gandh
बिध्या,bidhya
मूलदान,mooldan
उदय,udai
तिशा,tisha
अरबाज,arbaj
पन्ना,panna
मुजफ्फर,mujaffar
साबिया,sabiya
विक्टर,victor
निशार,nishar
जहगीर,jahagir
गेमर,gamer
मेहराज,mehraj
रजनेश,rajnesh
रेन्नू,rennu
भात्री,bhatri
खेरूल,kherul
वेदप्रकाश,vedprakash
सुशमा,sushama
निशांत,nishant
शीक,sheak
निकाहत,nikahat
धनपति,dhanpati
अबिशेक,abishek
बोदुराम,boduram
जयदुर्गा,jaydurga
सुखबीर,sukhbir
लक्ष्मी,laxmi
बाजूलाल,bajulal
सत्यनारायण,satyanarayan
शमशुदीन,shamshudin
वेर्शा,versha
शीतल,sheetal
रूपांजलि,rupanjali
आश्मिन,ashmin
मिलन,milan
गुलाबसा,gulabsa
आरोही,aarohi
रोहान,rohaan
उपेन्द्र,upender
संचित,sanchit
मेहबूब,mehbob
कृष्णा,krishana
गट्टू,gattu
नौलख,naulakh
आमिन,aamin
मंगूबाई,mangubai
कामजीत,kamjeet
शिल्पा,shilpa
विप्लो,viplo
पिंकी,pinki
सबेनूर,sabenoor
अलिता,alita
नवीन,naveen
मूर्तिबाई,murtibai
बलचंद,balchand
गीतिका,geetika
अभिशिक,abhishik
जयमाता,jaimata
सुंदरी,sundari
अंसार,ansar
नीलम,neelam
बाली,bali
अमिता,amita
ओजश्वि,ojashvi
शाहरिश,shahrish
नरू,naroo
रचप्रीत,rachpreet
नताशा,ntasha
ईशारार,isharar
आनंदु,anandu
छीडू,chhidu
भूरालाल,bhuralal
कार्तिका,kartika
मोंटू,montu
अली,ali
मुजीबू,mujibu
बुधी,budhi
वत्सल,vatsal
मुक़त,mukat
सना,sana
रेश,rayish
विनायक,vinayak
शिवराज,shivraj
नाईम,naim
संकर,sankar
शैख,shaikh
राजरानी,rajrani
कुमारी,kumari
दल,dal
निसा,nisa
आरिफ,arif
बीराज,biraj
यूसुफ,yusuf
विनिता,vinita
आस्मिन,asmin
शफीबुल,shafibul
चंचल,chanchl
शारदा,sharda
वेसाली,vesali
रुखसना,rukhsna
खामचंद,khamchand
पूगा,pooga
मुकेश,mukkesh
प्रीतम,pritam
रामजनम,ramjanam
मर्सी,mercy
सीताराम,sitaram
कुणाल,kunal
बार्ज,barj
कपूर,kapoor
मोहित,mohit
सनोज,sanoj
छाबील,chhabeel
मुराद,murad
डलीमा,dalima
भाग,bhag
भगत,bhagat
ताजमहा,tajmaha
रहीशुद्दीन,rahishudeen
परुल,parul
आकिब,aakib
नामेन,namen
मीठी,mithi
दिवाकर,divakar
दलचंद,dalchand
प्रभीला,prabhila
सुवेद,suved
जयशिंग,jayshing
लाखी,lakhi
ब्रह्मप्रकाश,brahamprakash
हकीमुद्दीन,hakimuddin
किसोरी,kisori
आसी,asi
जसप्रीत,jaspreet
श्वनी,shvani
अहसान,ahsan
आस्मित,asmit
अमना,amna
मोध,modh
जाग्रिति,jagriti
काफिया,kafia
पुष्पेंद्र,puspendar
विजया,vijaya
मना,mana
शाईद,shaid
डॉली,doly
मनकुरी,mankuri
नेत्रा,netra
रामदेवी,ramdevi
जसवंत,jasvant
मनित,manit
आशीशी,ashishi
हर्षी,harshi
समय,samay
बच्चन,bachan
नन्नू,nannu
प्रकेश,prakesh
धनिया,dhaniya
मिली,mili
सुस्मता,susmata
नूरे,noore
समरिन,samrin
मामूना,mamuna
फैम,faim
डब्बू,dabbu
हिमांशु,himanshu
निकिता,nikita
सविता,"savita,"
रुबीना,rubeena
नूतन,nutan
नन्हे,nanhey
जगतार,jagtar
हरमन,harman
कल्पना,kalpna
बहादुर,bahadur
कनिका,kanika
साधना,sadhana
आशरफ,ashraf
सिधार्थ,sidhart
आनम,anam
फ़तेह,fateha
अखलाक,akhlaq
कमला,kamla
रश्मिता,rashmita
सालु,saalu
सत्यवती,satyavati
बब्बू,babbu
ओवैसी,owaisi
शरदानंद,shardanand
संजय,sanjai
मनोरमा,manorma
अभिशेख,abhishekh
सीबा,seeba
सबानाम,sabanam
देवेंद्र,devendr
गजला,gajla
इंजुम,injum
विपाशा,vipasha
सुचिता,suchita
राजो,rajo
विशेष,vishesh
पमजीत,pamjeet
पन्नू,pannu
आसमत,asmat
देवकी,devki
रामकांत,ramakant
अभिनंदन,abhinandan
राजू,"raju,"
मोनीश,monish
सुधांसु,sudhansu
नजिया,najiya
निरंजन,niranjan
चोटेलाल,chotelal
तव्वासुम,tavvasum
साईद,said
दामन,daman
मुदसय,mudsay
शितील,shiteel
वाशिस्त,vashisast
भानमति,bhanmati
केश्री,keshri
शाहवाज़,shahvaj
चमन,chaman
सिंता,sinta
महेगा,mhega
बद्री,badri
अवधेश,avdhesh
बीती,beeti
रिजकपाल,rijakpal
मोमिन,momin
आदित्यलोक,adityalok
प्रहलाद,parhalad
नारायणी,narayani
शेलेंद्र,shelendra
मणिकचंद,manikchand
सुस,sus
सपना,sapna
लवली,lovly
जमशेद,jamshed
खुशबू,khusbhoo
सद्दीक,saddiq
सुरजीत,surjeet
श्रीता,srita
समोन,samon
जुगल,jugal
हिमाल,himal
केसर,kesar
सगुफ्ता,sagufta
ओंकर,omkar
अमन,aman
कीर्ति,kirti
नईम,naeem
लियाकत,liyakat
चंद्रकला,chandrakala
नसीबा,naseeba
सुशांत,sushant
बाटलू,batloon
साइमुन,saimun
बलजिंदर,baljinder
सोमदथ,somdath
होशियारीलाल,hosiyarilal
अलिया,aliya
माली,mali
संजीत,sanjeet
शिश,shish
कुसो,kuso
निर्मल,nirmal
वाधी,vadhi
मजीदुनिशा,majidunisha
मोरकी,morki
राशि,rashi
मरियम,mariam
धोड़ी,dhodi
जाकिर,jakir
लामानी,lamani
सत्नोश,satnosh
पर्तिक,partik
प्रमोद,pramod
शंबू,shambu
चीनू,chinu
मुकराम,mukram
नसरुद्दीन,nasruddin
शोयब,shoyab
केसरी,kesri
हरारत,hararat
बेला,bela
शयमपुरी,shayampuri
बेगम,begum
शोरव,shorav
सुरिति,suriti
मनोज,mnoj
जिसान,jisan
रामिला,ramila
दुर्गाशंकर,durgashankar
मिस्री,misri
नूरअल्हा,nooralha
वेद,ved
मनभरी,manbhari
चुनी,chuni
शिल्पी,silpi
शिवालिका,shivalika
शरूना,sharuna
जयनारायण,jaynarayan
रेका,reka
शाइन,shine
शोअब,shoab
बड़ा,bada
अजरा,ajara
भातारी,bhatari
श्रीराम,shriram
साची,sachi
दीपांशी,deepanshi
जगदीप,jagdeep
इस्थार,isthar
मेघराज,megharaj
दाऊद,daaud
जोशी,joshi
कल्पेश,kalpesh
किश्मत,kishmat
साहबुद्दीन,sahbuddin
सत्रुदन,satrudan
कुर्बान,kurban
अयन,ayan
रिधाकरण,ridhakaran
मुन्ना,munna
धर्म,dharm
सवरीन,savreen
विद्या,vidya
ज्ञानेन्द्र,gyanender
इक़रा,iqra
तोषार,toshar
मुजीब,mujeeb
मौशिद,maushid
दुर्गाश,durgash
बलालिया,balalia
जसलीन,jaslin
गिलबहार,gilbahar
लक्की,lucki
पूजा,pooja
चंदनी,chandani
नरेशपाल,nareshpal
बिस्तो,bisto
नकचेद,nakched
प्रेमी,premi
लव,luv
सतेंद्र,satendra
सुख,sukh
रामसुरत,ramsurat
सुमंत,sumant
नरोतम,nrotam
पसंजीत,pasanjeet
गिरीश,girish
अंकला,ankala
शिरीष,shirish
टेकचंद,tekchand
लाखराज,lakhraj
देवराज,devraj
अवध,avadh
नीता,neeta
कुंडा,kunda
रामजी,ramji
तश्नीम,tashnim
शबिला,shabila
देवेंद्र,devendra
भारत,bharat
शीला,sheela
अबरार,abrar
शंकरी,shankri
रंजना,ranjana
सीतरा,sitra
विक्की,vickky
मुहम्मद,mahammd
रुकिया,rukiya
सुसंतो,susanto
रिचर्ड,richard
अंकेश,ankesh
अम्मर,ammar
वुदे,vude
राजेंद्री,rajenderi
संजीव,sanjiv
निमेश,nimesh
तीकम,teekam
कनिष्क,kanishk
गार्ग,garg
रजनी,rajani
माबिया,mabiya
निमला,nimla
नसीअर,nasiar
अनली,anli
वाघल,waghal
अनारकली,anarkali
त्रिलोक,trilok
रोसंजहाँ,rosanjahan
गुल,gul
पुष्कर,puskar
केएमलेस,kmles
बलकृष्ण,balkrishan
आलीशा,aleesha
गफूर,gaffur
सचदेवा,sachdeva
रणवीर,ranvir
करुणा,karuna
छामो,chhamo
विनोदा,vinoda
अंजरेज,anjrej
सिद्धार्थ,siddarth
महावीर,mahveer
कोनिका,konika
सबीर,sabeer
सुभोद,subhod
राजकुमार,rajkumar
वेध,vedh
रचनु,rachnu
संगीता,sangeta
नौलेश,naulesh
जयजयराम,jaijairam
अवतार,avtar
धर्मवीर,dharmvir
बिस्मिल्ला,bismilla
दिशा,disha
रंकी,ranki
सोर्भ,sorbh
रेणुका,renuka
लाल,lal
आशा,asha
पितार,pitar
परमूद,parmood
रूबी,rubi
कृपया,kripya
जमी,jamee
भूप,bhup
पीर,peer
आरती,aarti
भाव्य,bhavya
बाटुल,batul
जुनैद,junaid
बारती,barti
अनेखा,anekha
रिसाभ,risabh
इंदरजीत,inderjeet
सुंदीप,sundeep
याकूब,yaqub
बाबर,babar
जैस्मीन,jaismeen
अंजीव,anjeev
सुमालिया,sumalia
सतेंद्र,satender
मुश्कान,mushkan
कप्तान,kaptan
संती,santi
काव्या,kavya
हंशराज,hansraj
देनेश,denesh
कुश्मिता,kushmita
नीतू,neetu
रामदेव,ramdev
धर्मबीर,dharambir
मजनू,majnu
गुंगुन,gungun
अरुण्डिता,arundita
बुंडेल,bundel
जस्टिन,justin
प्रांजल,pranjal
अफरिना,afrina
रमेश,ramesha
बंसीलाल,bansilal
श्रीमती,smt
शीलू,sheelu
उजामा,ujama
प्रामल,pramal
जेनी,jenny
शाहिब,shahib
अजहार,ajahar
मोहम्मद,mohmmd
पार्वती,parvti
रंजनिका,ranjnika
दर्शना,darshana
खुर्शिदा,khurshida
माधुरी,maadhuri
रमेह,rameh
नसरुल,nasrul
विरपाल,virpal
परमजीत,paramjeet
ऐडिट्या,aidtya
शशिकांत,shashikant
शादाब,shadab
अशोक,ashok
हेमंत,hemant
त्रिवेणी,triveni
माइगो,maigo
मंजेश,manjesh
इंकू,inkoo
सब्बार,sabbar
